Name,Number of Sentence,Number of Words,Number of Paragraph,Words per Sentence (%),Number of Characters,Character per Words (%),Sentence per Paragraph (%),Number of Sylables,Syllables per Word (%),Number of Monosyllable,Monosyllable per Word (%),Disyllable per Word (%),Number of Complex Words,Complex Words per Word (%),Number of Advance Words,Advance Words per Words (%),Number of Common Words,Common Words per Words (%),Verbs per Words (%),Verbs per Sentences (%),Ditransverbs per Sentences (%),Transverbs per Sentences (%),Intransitverbs per Sentences (%),Auxverbs per Sentences (%),Conjuctions per Sentences (%),Nouns per Words (%),Nouns per Sentence (%),Puctuation per Sentence,Adjective per Word (%),Adjective per Sentence (%),Adpositions per Sentences (%),Adverb per Sentence (%),Pronoun per Sentence (%),Number of Unknown Words,Unknown Words per Words (%),Dale Chall Score,Flesch Reading Ease Score,New Flesch Reading Ease Score,Gunning Fog Score,SMOG Score,FORCAST Score,ARI Score,Coleman Liau Score,LIX Score,RIX Score,Powers Sumner Kearl,Spache Score,Linsear Write,Future Perfect Progressive (%),Past Simple (%),Present Perfect Progressive (%),Future Progressive (%),Past Perfect Progressive (%),Past Progressive (%),Future Simple (%),Future Perfect (%),Present Simple (%),Past Perfect (%),Present Progressive (%),Present Perfect (%),Level
Laird Elizabeth. - The Earthquake. Level 2. Penguin readers,1075,3698,1021,344.0,15385,416.0356949702542,105.28893241919684,5299,143.29367225527312,2425,65.57598702001081,26.66306111411573,287,7.760951865873443,38,1.0275824770146025,1471,39.7782585181179,20.335316387236343,69.95348837209302,0.0,18.511627906976745,51.44186046511627,0.0,0.0,24.310438074634927,83.62790697674419,0.9302325581395348,8.301784748512711,28.55813953488372,2.4186046511627906,9.116279069767439,44.0,2,0.05408328826392645,9.679636979989183,82.11695327203896,69.84740324499728,4.480380746349377,6.213596722365263,10.163601946998376,-0.11471876690103144,0.05824770146024605,11.200951865873444,11.200951865873444,9.584594087614926,6.0134228015143325,19.722328285559765,0.0,38.79069767441861,0.0,0.18604651162790686,0.4651162790697674,0.6511627906976745,3.4418604651162785,0.09302325581395347,41.860465116279066,13.395348837209307,1.1162790697674418,0.0,2
Mary's Child,124,826,102,666.1290322580645,4179,505.9322033898305,121.56862745098042,1317,159.44309927360774,457,55.32687651331718,31.71912832929781,107,12.95399515738499,19,2.3002421307506054,432,52.30024213075061,32.687651331719124,217.7419354838709,0.0,78.2258064516129,138.70967741935485,0.0,0.0,33.171912832929785,220.96774193548384,0.0,9.20096852300242,61.29032258064516,4.032258064516129,37.096774193548384,39.516129032258064,0,0.0,7.8621917675544815,65.18492833710853,50.18946586737482,7.8461141919862545,6.660865614305563,11.70096852300242,5.730051940951341,9.505230024213072,19.615285479965628,19.615285479965628,10.570009404045926,5.376396274310708,5.243886198547216,0.0,5.64516129032258,0.0,0.0,0.0,1.6129032258064515,1.6129032258064515,0.0,9.677419354838714,10.483870967741936,0.0,0.0,2
Robinson Crusoe [4],772,3073,555,398.05699481865287,15702,510.96648226488776,139.0990990990991,4645,151.15522290920924,1930,62.80507647250244,26.52131467621217,328,10.673608851285387,35,1.1389521640091116,1492,48.551903677188406,22.193296452977552,88.34196891191709,0.0,28.497409326424872,59.84455958549223,0.3886010362694301,2.461139896373057,34.39635535307517,136.91709844559583,0.9067357512953368,10.966482264887734,43.652849740932645,3.756476683937824,11.139896373056994,30.310880829015545,7,0.2277904328018223,8.321090678802001,74.91740292139966,64.86803878212208,5.861671519788767,6.340430669576794,10.579238529124632,4.626806288769476,6.808708102831112,14.654178799471918,14.654178799471918,9.984350984337931,5.35939286220112,16.303202082655385,0.0,50.0,0.0,0.0,1.16580310880829,1.4248704663212437,5.699481865284972,0.1295336787564767,23.18652849740933,18.26424870466321,0.1295336787564767,0.0,2
Stories from the Five Towns,721,3337,726,462.8294036061026,14508,434.76176206173204,99.31129476584023,4778,143.1824992508241,2188,65.56787533712914,26.880431525322148,252,7.551693137548697,16,0.4794725801618221,1373,41.14474078513635,22.685046448906203,104.99306518723995,0.0,31.067961165048537,73.9251040221914,1.2482662968099858,0.0,26.61072819898112,123.16227461858529,0.8321775312066574,8.330836080311657,38.55755894590846,1.9417475728155336,15.256588072122051,66.7128987517337,3,0.08990110878034162,9.522808814215598,81.00488718720086,68.6283142174676,4.87199486944389,6.213975326423844,10.164818699430626,1.3614260111380965,3.3685465987413856,12.179987173609724,12.179987173609724,9.671984991918043,6.045154833982202,17.942265507941265,0.27739251040221913,36.06102635228849,0.0,0.13869625520110954,1.5256588072122053,5.270457697642163,4.2995839112343965,0.27739251040221913,32.31622746185853,18.169209431345354,1.6643550624133148,0.0,2
"Swan - King Arthur and the Knights of the Round Table, Level 2, Penguin Readers-Pearson ESL (2001)",1768,8826,1861,499.20814479638017,37841,428.74461817357803,95.0026867275658,11851,134.27373668706096,6515,73.81599818717426,19.340584636301838,604,6.843417176523907,85,0.9630636755041919,3454,39.134375708135046,19.10265125764786,95.36199095022623,0.0,39.536199095022624,55.82579185520362,0.0,0.0,25.82143666440064,128.90271493212668,5.147058823529411,7.48923634715613,37.386877828054295,1.8665158371040724,7.239819004524888,108.37104072398188,24,0.27192386131883073,9.85828931550448,88.17245609306319,81.44781843160837,4.734199449795084,5.802713068412057,8.927600271923861,1.2599122399574227,3.48079311126218,11.835498624487707,11.835498624487707,9.294938955912857,6.254023047136545,34.14205302515296,0.056561085972850686,30.316742081447963,0.0,0.0,0.2828054298642534,0.3393665158371041,10.01131221719457,0.22624434389140274,35.803167420814475,21.380090497737555,1.5837104072398192,0.0,2
The Wave-Penguin English,1362,4715,1188,346.1820851688693,19513,413.84941675503717,114.64646464646464,6478,137.3913043478261,3386,71.81336161187699,21.10286320254507,334,7.083775185577943,20,0.4241781548250266,1539,32.64050901378579,23.07529162248144,79.88252569750367,0.0,20.998531571218795,58.88399412628488,0.07342143906020558,0.07342143906020558,20.08483563096501,69.53010279001468,2.202643171806168,4.984093319194062,17.254038179148314,1.6152716593245229,4.698972099853157,74.8898678414097,16,0.3393425238600212,10.807769940966985,87.08820835727512,79.79881705292729,4.218238414906653,5.907918760288345,9.227995758218453,-0.20678204499340325,-0.01606786850477171,10.545596037266638,10.545596037266638,9.317734010087467,6.601358583923898,19.90212513255567,0.0,27.01908957415565,0.0,0.14684287812041116,0.2936857562408223,0.07342143906020558,5.286343612334802,0.0,52.86343612334802,12.11453744493392,2.202643171806168,0.0,2
13 Small Soldiers,1846,5552,1329,300.75839653304445,24049,433.1592219020173,138.90142964635064,7907,142.41714697406343,3822,68.84005763688761,22.334293948126803,490,8.82564841498559,33,0.5943804034582133,2049,36.90561959654179,22.26224783861671,66.95557963163597,0.0,18.25568797399784,48.6457204767064,0.1083423618634886,0.0,23.018731988472624,69.23076923076923,0.0,6.592219020172911,19.826652221018414,1.3001083423618636,9.371614301191766,55.579631635969655,0,0.0,10.111778830386443,83.29739593513197,75.50555443657288,4.733292952126414,6.057447090128252,9.673991354466859,0.4755913342502396,-0.17202449567723654,11.833232380316035,11.833232380316035,9.511070219822594,6.196656852888558,24.802647694524488,0.0,29.794149512459374,0.0,0.0,0.16251354279523295,0.2166847237269772,3.466955579631636,0.0,49.94582881906826,15.384615384615385,1.029252437703142,0.0,2
14 Subject 117,1489,3793,1005,254.734721289456,15998,421.77695755338783,148.1592039800995,5414,142.73662008963882,2568,67.70366464539941,24.017927761666236,314,8.278407592934354,30,0.7909306617453202,1711,45.10941207487478,23.09517532296336,58.831430490261916,0.0,22.565480188045672,36.26595030221626,0.0671591672263264,0.0,27.78803058265225,70.78576225654804,0.1343183344526528,8.225678882151332,20.95366017461384,1.8132975151108128,5.439892545332439,24.11014103425117,0,0.0,8.793572255136844,83.49426198307762,74.1556023469057,4.330301922331566,6.112699890188607,9.844450303190088,-0.2906316927881569,-2.61944634853678,10.825754805828916,10.825754805828916,9.489799827241765,5.468257222620513,18.22248352227788,0.0671591672263264,33.378106111484215,0.0,0.0,0.0,0.0671591672263264,3.4251175285426463,0.0,51.24244459368704,10.006715916722632,1.8132975151108128,0.0,2
15 Tales from the Arabian Nights,1279,5067,1040,396.1688819390149,21579,425.87329780935465,122.98076923076924,7114,140.39865798302745,3411,67.31793960923623,26.30747977106769,323,6.374580619696072,60,1.1841326228537596,2722,53.72014999013223,23.42609038879021,92.8068803752932,0.0,34.55824863174355,58.24863174354965,0.0,0.0,34.51746595618709,136.7474589523065,0.0,9.157292283402409,36.278342455043,2.3455824863174355,9.851446442533225,33.15089913995309,3,0.059206631142687975,7.504088081999872,84.03662119467783,72.10327128348773,4.134507775634488,6.131232683341999,9.902309058614566,0.6094767365156777,1.769788829682259,10.33626943908622,10.33626943908622,9.493458328376304,4.933312047955365,26.66191237418591,0.0,39.953088350273646,0.0,0.0,0.07818608287724785,0.07818608287724785,5.473025801407349,0.0,30.17982799061767,22.90852228303362,1.3291634089132134,0.0,2
Alice's Adventures in Wonderland Level 2-Penguin English,1241,5616,1151,452.5382755842063,24899,443.3582621082621,107.81928757602086,7993,142.32549857549856,3863,68.78561253561253,22.97008547008547,463,8.244301994301996,84,1.4957264957264955,2121,37.767094017094024,20.637464387464387,93.392425463336,0.0,27.07493956486705,66.23690572119258,0.40290088638195,0.0,26.905270655270662,121.75664786462532,0.8058017727639,8.44017094017094,38.195004029008864,3.7872683319903295,14.262691377921028,70.3464947622885,6,0.10683760683760683,10.051034839390624,81.83436470794855,73.87793094726477,5.107873900057624,6.0601170303300895,9.68215811965812,1.7148655232201762,3.7285826210826194,12.76968475014406,12.76968475014406,9.624984963589696,6.30966960405518,25.802473290598286,0.0,21.51490733279613,0.08058017727639001,0.24174053182917005,1.5310233682514105,3.3843674456083805,4.43190975020145,0.5640612409347301,49.07332796132153,17.16357775987107,2.0145044319097503,0.0,2
Black Beauty,1541,6607,455,428.7475665152498,41205,623.6567277130316,338.6813186813186,11185,169.2901468139852,3421,51.778416830634185,32.54124413500833,1036,15.680339034357498,87,1.3167852277887089,3079,46.602088693809606,26.093537157560164,111.87540558079168,0.06489292667099286,36.340038935756006,75.21090201168073,0.4542504866969501,0.7787151200519143,30.5433630997427,130.9539260220636,2.336145360155743,12.592704707128801,53.99091499026606,4.477611940298506,16.09344581440623,62.36210253082414,68,1.0292114424095655,8.644188988239028,59.26374799523879,46.924900712054274,7.9871258798039975,6.80348195089838,12.233237475404875,10.087969707860037,13.967186317541998,19.96781469951,19.96781469951,10.83336728678519,5.556413282591065,43.0047041017103,0.06489292667099286,9.474367293964956,0.0,0.0,0.3893575600259572,0.9085009733939001,1.6223231667748217,0.1946787800129786,12.589227774172617,7.592472420506165,0.0,0.0,2
Degnan-Veness Coleen. - Penguin Readers. Barack Obama (Level 2),666,4035,577,605.8558558558557,20664,512.1189591078066,115.42461005199308,6898,170.9541511771995,2003,49.64064436183397,33.90334572490706,664,16.456009913258985,19,0.4708798017348203,1624,40.247831474597284,17.273853779429988,104.65465465465464,0.0,45.34534534534534,59.30930930930931,0.15015015015015015,0.0,29.888475836431226,181.0810810810811,0.0,11.276332094175961,68.31831831831832,0.7507507507507507,8.408408408408409,140.39039039039042,0,0.0,9.735371914665595,56.0583511671523,41.70895339763555,9.00582738872702,6.886876212519485,12.55390334572491,5.720082253256973,9.426944237918212,22.514568471817547,22.514568471817547,11.046869734418435,6.2917634046686075,27.364936802973986,0.15015015015015015,48.4984984984985,0.0,0.0,0.9009009009009008,1.2012012012012012,4.0540540540540535,0.0,18.918918918918926,26.126126126126128,0.15015015015015015,0.0,2
02 Call of the Wild,1158,5280,1006,455.958549222798,22778,431.4015151515152,115.1093439363817,7201,136.38257575757575,3712,70.3030303030303,24.071969696969692,297,5.625,64,1.2121212121212122,2426,45.9469696969697,22.68939393939394,103.45423143350605,0.0,36.61485319516407,66.83937823834198,0.17271157167530224,0.0,26.5719696969697,121.15716753022451,0.0,11.382575757575758,51.89982728842833,1.1226252158894647,18.998272884283246,68.04835924006909,2,0.03787878787878788,8.761128925262993,86.82736163447952,76.26956617993406,4.073834196891192,5.984810028978544,9.454545454545457,1.1688041097503579,3.0745909090909045,10.18458549222798,10.18458549222798,9.357242948265032,5.643058329408071,25.4216875,0.0,41.19170984455959,0.0,0.0,0.3454231433506045,0.17271157167530224,2.8497409326424865,0.0,22.02072538860104,33.07426597582037,0.3454231433506045,0.0,2
03 Dantes Peak,1418,4854,1169,342.3131170662905,20552,423.40337865677793,121.30025662959795,6945,143.07787391841782,3104,63.94725999175939,29.934074989699216,297,6.118665018541408,24,0.4944375772558714,1929,39.74042027194067,25.030902348578486,85.68406205923836,0.0,17.77150916784203,67.77150916784204,0.07052186177715092,0.0,23.79480840543881,81.4527503526093,0.0,5.624227441285537,19.2524682651622,2.32722143864598,7.6163610719323005,56.98166431593794,0,0.0,9.684774945125447,82.31664052679571,67.26019058860041,3.8167184756817263,6.288741705040422,10.407911001236094,0.22386472006569136,0.449064688916355,9.541796189204314,9.541796189204314,9.573462868365583,6.014484409351076,29.06183559950557,0.0,39.06911142454161,0.0,0.0,0.5641748942172073,0.7757404795486601,5.3596614950634685,0.0,37.870239774330045,13.963328631875882,2.3977433004231314,0.0,2
04 Dragonheart,1544,6052,1273,391.96891191709847,25887,427.7428949107733,121.28829536527887,8545,141.1929940515532,3845,63.53271645736947,32.3694646397885,248,4.097818902842035,62,1.0244547257105088,2495,41.22604097818903,25.627891606080627,100.45336787564767,0.0,34.196891191709845,66.25647668393782,0.7772020725388601,0.0,24.867812293456712,97.47409326424871,0.0,7.220753469927295,28.303108808290162,2.0725388601036268,14.572538860103624,61.13989637305699,7,0.11566424322538005,9.474824709854834,83.40724257642745,66.09332915937522,3.207003208805208,6.307595057256732,10.470092531394581,0.6765349098829141,1.7996629213483146,8.01750802201302,8.01750802201302,9.526333042817171,5.952747023208191,39.18122934567086,0.0,31.73575129533679,0.0,0.0,0.3238341968911917,0.5181347150259068,4.66321243523316,0.0,39.831606217616574,20.66062176165803,2.266839378238342,0.0,2
05 Freckles,757,2074,585,273.97622192866584,8080,389.5853423336548,129.4017094017094,2695,129.94214079074254,1556,75.02410800385728,20.73288331726133,88,4.243008678881389,23,1.1089681774349085,844,40.694310511089675,28.44744455159113,77.93923381770145,0.0,20.871862615587848,56.67107001321003,0.26420079260237783,0.0,18.177434908389586,49.80184940554822,0.0,8.052073288331728,22.060766182298547,1.1889035667107,5.151915455746367,31.04359313077939,0,0.0,9.500260576375561,94.1230902384559,85.66569004559183,2.7931083592672192,5.737292019285268,8.746383799421407,-1.7106492664415285,-3.6962391513982658,6.982770898168048,6.982770898168048,8.922620906639288,5.853577766624332,8.601272902603666,0.26420079260237783,34.87450462351387,0.0,0.0,0.3963011889035667,0.7926023778071334,2.509907529722589,0.0,48.48084544253633,10.83223249669749,1.8494055482166447,0.0,2
06 Ghost of Geenny Castle,708,2741,610,387.1468926553672,11611,423.6045238963881,116.0655737704918,3666,133.74680773440352,1954,71.28785114921563,24.990879241152864,102,3.7212696096315216,31,1.130974097044874,1310,47.792776358993066,23.67748996716527,91.66666666666666,0.0,24.15254237288136,67.37288135593221,0.14124293785310735,0.0,26.52316672747173,102.68361581920904,0.0,7.077708865377599,27.401129943502823,3.672316384180791,11.440677966101697,61.299435028248574,0,0.0,8.435545471672057,89.75565969624266,78.54273302714381,3.0370954144740776,5.9349011321057,9.306822327617656,0.4575075387967189,1.462269244801167,7.592738536185192,7.592738536185192,9.183780034401234,5.408440078675564,13.701116380882892,0.14124293785310735,41.10169491525424,0.0,0.0,1.1299435028248588,1.5536723163841808,5.508474576271187,0.0,32.6271186440678,16.242937853107346,1.6949152542372878,0.0,2
07 Gullivers Travels,1183,4819,994,407.3541842772612,21209,440.1120564432457,119.01408450704227,6747,140.00830047727743,3283,68.12616725461714,24.673168707200666,347,7.200664038182198,64,1.3280763643909526,2565,53.22681054160614,24.44490558207097,99.57734573119188,0.0,43.44885883347422,56.12848689771766,0.42265426880811496,0.0,34.6129902469392,140.99746407438715,0.08453085376162299,9.71155841460884,39.56043956043956,3.5502958579881656,10.48182586644125,23.330515638207945,1,0.02075119319360864,7.587534290881911,84.2533328258091,73.28209646971862,4.5096823523819225,6.092272598529253,9.781074911807428,1.3360487798631695,2.8121851006432834,11.274205880954804,11.274205880954804,9.484399227083832,4.987300098563782,23.78216019921145,0.08453085376162299,39.898562975486044,0.0,0.0,0.08453085376162299,0.0,10.14370245139476,0.0,28.06424344885883,20.371935756551146,1.3524936601859678,0.0,2
08 Hercules Serpents Shadow,1270,4624,1105,364.09448818897636,20106,434.81833910034607,114.93212669683255,6850,148.1401384083045,2904,62.80276816608996,26.96799307958477,473,10.22923875432526,39,0.8434256055363323,1875,40.549307958477506,26.96799307958477,98.18897637795277,0.0,26.535433070866144,71.65354330708661,0.07874015748031496,0.0,22.75086505190311,82.83464566929132,0.0,6.25,22.755905511811022,2.047244094488189,10.708661417322835,56.06299212598426,1,0.02162629757785468,9.567855139498132,77.8128838514563,65.20906724245974,5.548073454486009,6.340534321058984,10.579584775086506,0.8704162125711825,1.637560553633218,13.870183636215026,13.870183636215026,9.820741809388881,5.974511078113506,24.9430687716263,0.0,31.5748031496063,0.0,0.07874015748031496,0.6299212598425197,0.6299212598425197,6.2204724409448815,0.07874015748031496,38.89763779527559,20.551181102362204,1.3385826771653544,0.0,2
09 Jaws,1384,4521,1179,326.6618497109826,18103,400.42026100420264,117.38761662425784,6087,134.63835434638358,3152,69.71908869719088,26.299491262994913,180,3.981420039814201,22,0.4866180048661801,1914,42.33576642335766,27.02941827029418,88.29479768786129,0.0,22.615606936416178,65.67919075144508,0.7225433526011561,0.0722543352601156,24.44149524441495,79.84104046242773,0.0722543352601156,4.22472904224729,13.800578034682081,1.0115606936416186,9.104046242774563,43.85838150289017,0,0.0,9.267206759208474,89.61533444839306,76.64820505224175,2.8992154147696114,6.014012838533162,9.542136695421366,-0.936896458147146,-1.3166467595664653,7.248038536924027,7.248038536924027,9.177288041835595,5.78272799143496,23.781194426011943,0.0,34.898843930635834,0.0,0.0722543352601156,0.7225433526011561,0.7225433526011561,4.190751445086705,0.0,41.979768786127174,15.028901734104045,2.384393063583815,0.0,2
10 Kidnapped,1399,4890,1111,349.53538241601143,20486,418.9366053169733,125.92259225922592,6592,134.80572597137015,3483,71.22699386503069,23.29243353783231,268,5.480572597137014,47,0.9611451942740288,2425,49.59100204498978,23.803680981595093,83.20228734810578,0.0,26.661901358112946,56.54038598999285,0.4288777698355968,0.0,29.14110429447853,101.85847033595422,0.0,7.607361963190184,26.590421729807005,2.7162258756254465,10.72194424588992,40.38598999285204,0,0.0,8.132950326774456,89.24157169669836,78.82717905866153,3.590370568518852,5.938009843497943,9.3159509202454,0.049591022509503084,0.36508793456032507,8.975926421297126,8.975926421297126,9.202699059216998,5.215475645034212,22.781644171779146,0.0,40.38598999285204,0.0,0.0,0.28591851322373124,0.28591851322373124,5.646890636168692,0.0,33.881343817012144,18.084345961401,1.4295925661186561,0.0,2
The Picture of Dorian Gray [3],1143,4714,340,412.4234470691164,30664,650.4879083580822,336.1764705882353,8505,180.4200254560883,2163,45.8845990666101,35.511243105642755,877,18.604157827747137,96,2.0364870598218068,1919,40.70852778956301,25.095460330929146,103.49956255468071,0.0,37.79527559055118,65.7042869641295,0.6999125109361329,0.7874015748031495,25.901569792108607,106.8241469816273,2.0122484689413818,10.818837505303351,44.61942257217848,5.861767279090114,13.298337707786525,87.40157480314959,61,1.2940178192617735,9.566685491774283,50.0135604763978,37.666375919758025,9.09135691937532,7.029220803085501,13.117310140008485,11.270097719011257,15.271599490878234,22.7283922984383,22.7283922984383,11.32707660007179,6.019933092209464,33.48558124734832,0.17497812773403326,22.397200349956254,0.2624671916010499,0.3499562554680665,1.4873140857392826,0.8748906386701663,6.911636045494312,0.3499562554680665,46.10673665791776,20.734908136482943,0.3499562554680665,0.0,3
The Prisoner of Zenda [1],1134,4684,373,413.05114638447975,30736,656.1912894961572,304.02144772117964,8161,174.23142613151143,2355,50.27754056362085,32.728437233134066,796,16.994022203245088,51,1.0888129803586677,1730,36.93424423569599,25.362937660119556,104.76190476190477,0.0,34.30335097001764,70.28218694885362,0.3527336860670194,0.6172839506172839,25.106746370623398,103.70370370370372,2.4691358024691357,8.00597779675491,33.06878306878307,6.172839506172839,13.580246913580249,96.20811287477954,66,1.409052092228864,10.162956203790307,55.2427443569388,44.68431822542725,8.449813466835955,6.862219288299638,12.458368915456875,11.5418654671914,15.617865072587525,21.124533667089885,21.124533667089885,11.0459836808709,6.33018385979815,30.665098206660968,0.3527336860670194,26.543209876543212,0.08818342151675485,0.0,1.3227513227513228,2.4691358024691357,7.4074074074074066,0.6172839506172839,41.53439153439153,18.95943562610229,0.7054673721340388,0.0,3
The Secret Garden [4],1141,4871,405,426.90622261174417,31837,653.6029562718128,281.72839506172835,8785,180.35311024430302,2241,46.006980086224594,35.68055840689797,892,18.31246150687744,43,0.8827756107575446,1952,40.07390679531924,27.530281256415524,117.52848378615248,0.0,33.56704645048204,83.96143733567047,0.8764241893076249,1.3146362839614372,24.286594128515702,103.68098159509199,2.892199824715162,10.737014986655717,45.836985100788795,6.8361086765994745,15.337423312883436,75.98597721297108,86,1.7655512215150893,9.67407560343452,49.92317057381043,37.715062998363926,9.032609493197947,7.024662218638059,13.09895298706631,11.489230353461108,15.698246766577704,22.58152373299488,22.58152373299488,11.335299557307724,6.089496172144033,34.765493738452065,0.0876424189307625,22.348816827344432,0.0,0.0,2.7169149868536366,3.943908851884312,6.397896581945663,0.8764241893076249,43.03242769500439,18.843120070113933,1.7528483786152498,0.0,3
The Star Zoo [2],1040,4129,414,397.01923076923083,26443,640.4214095422619,251.207729468599,7360,178.25139258900458,2086,50.52070719302495,29.450230079922505,827,20.029062727052555,49,1.1867280213126663,1598,38.70186485831921,24.751755873092762,98.26923076923076,0.0,30.961538461538463,67.30769230769229,0.19230769230769232,0.09615384615384616,30.2252361346573,120.0,2.403846153846154,10.874303705497699,43.17307692307693,6.9230769230769225,10.288461538461537,55.384615384615394,50,1.2109469605231291,9.875897077332935,52.00457667739442,45.23586560933922,9.599702013897943,6.852763662890903,12.421893921046259,10.718944543286696,14.401220634536202,23.999255034744863,23.999255034744863,11.216419324338169,6.165840350848595,24.32600871881812,0.19230769230769232,32.5,0.0,0.38461538461538464,1.5384615384615383,4.230769230769232,6.8269230769230775,0.2884615384615385,34.903846153846146,18.076923076923077,1.0576923076923077,0.0,3
The Star Zoo,1554,6849,1570,440.7335907335908,29616,432.41349102058695,98.98089171974522,10228,149.33566944079428,4407,64.34515987735435,23.84289677325157,809,11.81194334939407,81,1.1826544021024967,2479,36.195064972988746,20.324134910205867,89.57528957528956,0.0,26.96267696267696,62.54826254826254,0.1287001287001287,0.0,25.843188786684184,113.89961389961391,15.186615186615189,9.578040589867133,42.213642213642224,4.954954954954955,7.722007722007723,52.8957528957529,1,0.01460067163089502,10.293403101768938,76.02357770714212,66.89746469794369,6.487711702691993,6.270543079794805,10.348226018396844,1.1403433807375976,2.9098379325448924,16.21927925672998,16.21927925672998,9.934763693146872,6.424292317002567,32.66354358300482,0.2574002574002574,35.77863577863578,0.06435006435006435,0.3217503217503217,1.2226512226512225,4.890604890604889,6.048906048906049,0.7722007722007722,34.234234234234236,15.444015444015445,0.9652509652509652,0.0,3
The Three Strangers and Other Stories,4539,24166,5727,532.4080193875303,129107,534.2506000165522,79.25615505500262,41111,170.11917570139866,13369,55.32152611106513,25.52760076140032,4628,19.150873127534553,581,2.4042042539104527,7969,32.97608209881652,21.62956219481917,115.15752368363071,0.04406256884776382,41.74928398325623,73.20995814055959,0.13218770654329146,0.0,31.97053711826533,170.21370345891162,0.13218770654329146,9.298187536207896,49.504296100462646,2.9081295439524126,20.048468825732538,41.9035029742234,11,0.04551849706198791,10.847151014213088,57.510235959833324,51.53817885480972,9.789981328563943,6.661084834674067,11.70177108334023,6.395243357717259,10.05428949764131,24.474953321409856,24.474953321409856,10.951735933497135,6.799174971355956,123.38574526193828,0.04406256884776382,0.8371888081075127,0.02203128442388191,0.0,0.1982815598149372,0.15421899096717334,0.35250055078211057,0.08812513769552764,3.613130645516634,1.5421899096717335,0.08812513769552764,0.0,5
The Wind in the Willows [3],1221,5844,968,478.6240786240786,27853,476.6084873374401,126.13636363636364,8463,144.81519507186854,3860,66.05065023956195,25.27378507871321,507,8.675564681724845,124,2.1218343600273792,2783,47.62149212867899,25.770020533880906,123.34152334152336,0.0,36.281736281736286,87.05978705978707,0.9009009009009008,0.0,28.42231348391513,136.03603603603605,0.4914004914004914,11.99520876112252,57.411957411957424,2.7846027846027845,22.03112203112203,51.35135135135135,8,0.13689253935660506,8.507963935879133,79.46331057116481,69.23995533502517,5.384722187186253,6.191364117134148,10.092402464065707,3.4113801467138245,6.040184804928131,13.461805467965634,13.461805467965634,9.758560908939554,5.533172780583458,29.54260266940452,0.0,19.81981981981982,0.2457002457002457,0.16380016380016382,3.6855036855036856,6.715806715806716,4.2588042588042585,0.08190008190008191,40.376740376740386,22.76822276822277,1.883701883701884,0.0,3
Through the Looking Glass,1503,4826,510,321.09115103127084,30542,632.8636552009947,294.70588235294116,8544,177.0410277662661,2470,51.181102362204726,29.527559055118108,931,19.291338582677163,64,1.3261500207210941,1553,32.1798590965603,25.445503522586,81.70326014637392,0.0,26.21423819028609,55.28942115768463,0.2661343978709248,1.8629407850964737,24.077911313717365,77.31204258150366,1.996007984031936,8.164111065064237,26.21423819028609,5.588822355289421,12.17564870259481,67.1989354624085,32,0.6630750103605471,10.868061459564636,53.799215326771574,47.06250749419796,9.000900037195949,6.826966068746701,12.322834645669293,9.983333915123195,12.193816825528385,22.50225009298987,22.50225009298987,11.102275678867434,6.608771846829892,28.505787401574803,0.0665335994677312,17.365269461077844,0.1996007984031936,0.1996007984031936,1.330671989354624,3.260146373918829,6.121091151031271,0.332667997338656,57.28542914171656,12.508316699933467,1.330671989354624,0.0,3
Through the Looking-Glass [1],1220,4745,510,388.93442622950823,31350,660.695468914647,239.2156862745098,8388,176.77555321390938,2448,51.59114857744995,29.06217070600632,918,19.34668071654373,64,1.3487881981032668,1688,35.57428872497365,27.10221285563752,105.40983606557377,0.0,30.819672131147538,74.42622950819671,0.3278688524590164,0.9836065573770492,24.76290832455216,96.31147540983606,1.9672131147540983,8.429926238145416,32.786885245901644,5.245901639344262,15.983606557377053,71.88524590163935,48,1.0115911485774498,10.365731285736498,53.33519755480319,47.02956214911296,9.294409991535526,6.810860195121966,12.261327713382506,11.633428717027414,15.438356164383555,23.23602497883881,23.23602497883881,11.142978654839435,6.412518980289866,27.585804004214967,0.16393442622950818,23.27868852459016,0.08196721311475409,0.16393442622950818,1.8852459016393444,3.6885245901639343,7.950819672131147,0.16393442622950818,45.40983606557378,15.327868852459018,1.8852459016393444,0.0,3
Tooth and Claw [1],1067,3992,303,374.1330834114338,25215,631.6382765531063,352.1452145214521,7188,180.06012024048096,1996,50.0,30.060120240480966,796,19.939879759519037,61,1.528056112224449,1775,44.46392785571143,24.874749498998,93.06466729147141,0.0,32.708528584817245,60.262417994376754,0.4686035613870665,0.18744142455482665,31.43787575150301,117.6194939081537,1.0309278350515465,12.925851703406813,48.35988753514528,2.9053420805998127,15.838800374882851,58.76288659793815,23,0.5761523046092184,8.954715800955238,50.70668747992707,44.635549203373955,9.472484237453347,6.872983346207419,12.5,10.190828242708474,13.428707414829654,23.68121059363337,23.68121059363337,11.28091100983598,5.665658946759499,24.00598196392786,0.18744142455482665,32.33364573570759,0.28116213683223995,0.0,0.7497656982193065,3.842549203373945,5.8106841611996245,0.28116213683223995,37.582005623242736,17.80693533270853,1.1246485473289598,0.0,3
